ID - код товара учетной системы поставщика	Название компании	Артикул производителя запчасти	Производитель запчасти	Наименование запчасти	Описание запчасти в свободной форме	Вес, кг	Склад	Валюта	Ставка НДС	Город наличия товаров	"Список номеров аналогов, на которые еще подходит данная запчасть (для поиска) перечислены через "";"""	"Список брендов техники, на которые подходит запчасть (для поиска) перечислены через "";"""
00-00022524	ООО "Компания ИмПарт"	6127-11-7813-KMP	KMP	6127-11-7813-KMP Прокладка 6127-11-7811	Прокладка 6127-11-7811	0,02	2;77,00	RUR	НДС 20%	Екатеринбург		
00-00180047	ООО "Компания ИмПарт"	6127-11-8812	ITR	6127-11-8812 Прокладка в сборе	6127-11-8812 Прокладка в сборе	0,04	6;288,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180053	ООО "Компания ИмПарт"	6127-21-2221	ITR	6127-21-2221 Кольцо уплотнительное	6127-21-2221 Кольцо уплотнительное	0,02	6;88,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180054	ООО "Компания ИмПарт"	6127-21-2241	ITR	6127-21-2241 Кольцо	6127-21-2241 Кольцо	0,02	6;143,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00022609	ООО "Компания ИмПарт"	6127-21-2252-WG	WG	6127-21-2252-WG Уплотнение	Уплотнение	0,03	175;180,00	RUR	НДС 20%	Екатеринбург		
00-00180059	ООО "Компания ИмПарт"	6127-21-3510	ITR	6127-21-3510 Сальник передний	6127-21-3510 Сальник передний	0,23	2;846,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00022525	ООО "Компания ИмПарт"	6127-21-5851-ETP	ETP	6127-21-5851-ETP Прокладка 6127-21-5850	Прокладка 6127-21-5850	0,55	5;1284,00	RUR	НДС 20%	Екатеринбург		
00-00180066	ООО "Компания ИмПарт"	6127-21-8051	ITR	6127-21-8051 вкладыш (металл) упорный	6127-21-8051 вкладыш (металл) упорный	0,208	2;1111,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00022472	ООО "Компания ИмПарт"	6127-21-8071	ITR	6127-21-8071 Металл коренной в сборе 6127-21-8002	Металл коренной в сборе 6127-21-8002	4,9	2;8767,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180080	ООО "Компания ИмПарт"	6127-31-2140	ITR	6127-31-2140 ПОРШЕНЬ	6127-31-2140 ПОРШЕНЬ	4,85	6;8581,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180081	ООО "Компания ИмПарт"	6127-31-2410	ITR	6127-31-2410 Поршневой палец	6127-31-2410 Поршневой палец	2,19	6;1575,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00022510	ООО "Компания ИмПарт"	6127-31-3042	ITR	6127-31-3042 Подшипниковый металл в сборе	Подшипниковый металл в сборе	0,47	31;1257,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00022414	ООО "Компания ИмПарт"	6127-31-3314-ETP	ETP	6127-31-3314-ETP Болт шатуна	Болт шатуна	0,3	12;2761,00	RUR	НДС 20%	Екатеринбург		
00-00022432	ООО "Компания ИмПарт"	6127-31-3321-ETP	ETP	6127-31-3321-ETP Гайка шатуна	Гайка шатуна	0,05	21;95,00	RUR	НДС 20%	Екатеринбург		
00-00180096	ООО "Компания ИмПарт"	6127-41-4113	ITR	6127-41-4113 клапан впускной	6127-41-4113 клапан впускной	0,325	24;802,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00021795	ООО "Компания ИмПарт"	6127-41-4214G	KOMATSU	6127-41-4214G Клапан выпускной	Клапан выпускной	0,31	4;2110,00	RUR	НДС 20%	Екатеринбург		
00-00180098	ООО "Компания ИмПарт"	6127-41-4410	ITR	6127-41-4410 Пружина клапана	6127-41-4410 Пружина клапана	0,12	50;212,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00212414	ООО "Компания ИмПарт"	6127-41-4510	ITR	6127-41-4510 ПРУЖИНА СИДЕНЬЯ	6127-41-4510 ПРУЖИНА СИДЕНЬЯ	0,03	48;181,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180099	ООО "Компания ИмПарт"	6127-41-4522	ITR	6127-41-4522 сухарь	6127-41-4522 сухарь	0,003	96;56,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180100	ООО "Компания ИмПарт"	6127-41-4530	ITR	6127-41-4530 седло пружины нижнее	6127-41-4530 седло пружины нижнее	0,006	48;46,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180101	ООО "Компания ИмПарт"	6127-41-4541	ITR	6127-41-4541 Сальник клапана	6127-41-4541 Сальник клапана	0,021	12;228,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00022594	ООО "Компания ИмПарт"	6127-41-4541	ITR	6127-41-4541 Седло стержня клапана	Седло стержня клапана	0,021	12;113,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00022523	ООО "Компания ИмПарт"	6127-51-6821-ETP	ETP	6127-51-6821-ETP Прокладка  6127-51-6822	Прокладка  6127-51-6822	0,003	4;37,00	RUR	НДС 20%	Екатеринбург		
00-00022468	ООО "Компания ИмПарт"	6127-61-1190-KMP	KMP	6127-61-1190-KMP Кольцо уплотнительное	Кольцо уплотнительное	0,01	1;177,00	RUR	НДС 20%	Екатеринбург		
00-00022407	ООО "Компания ИмПарт"	6127-61-1320-KMP	KMP	6127-61-1320-KMP V-уплотнение	V-уплотнение	0,01	1;68,00	RUR	НДС 20%	Екатеринбург		
00-00022527	ООО "Компания ИмПарт"	6127-61-6811-KMP	KMP	6127-61-6811-KMP Прокладка 6127-61-6811	Прокладка 6127-61-6811	0,02	1;55,00	RUR	НДС 20%	Екатеринбург		
00-00022522	ООО "Компания ИмПарт"	6127-61-6851-KMP	KMP	6127-61-6851-KMP Прокладка	Прокладка	0,005	1;37,00	RUR	НДС 20%	Екатеринбург		
00-00022596	ООО "Компания ИмПарт"	6128-11-1130	ITR	6128-11-1130 Стакан форсунки	Стакан форсунки	0,15	6;817,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00005619	ООО "Компания ИмПарт"	6128-21-4230	KOMATSU	6128-21-4230 САЛЬНИК	6128-21-4230 САЛЬНИК	0,54	1;6187,00	RUR	НДС 20%	Екатеринбург		
00-00022602	ООО "Компания ИмПарт"	6128-21-4230	ITR	6128-21-4230 Уплотнение	Уплотнение	0,55	10;6187,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180165	ООО "Компания ИмПарт"	6128-31-2070	ITR	6128-31-2070 поршнекомплект в сборе	6128-31-2070 поршнекомплект в сборе	0,2	6;2803,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00021799	ООО "Компания ИмПарт"	6128-61-3601	KOMATSU	6128-61-3601 Натяжитель	Натяжитель	14,2	1;78924,00	RUR	НДС 20%	Екатеринбург		
00-00180176	ООО "Компания ИмПарт"	6128-K1-9901	ITR	6128-K1-9901 Набор прокладок	6128-K1-9901 Набор прокладок	6,2	3;23834,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180177	ООО "Компания ИмПарт"	6128-K2-9901	ITR	6128-K2-9901 Набор прокладок	6128-K2-9901 Набор прокладок	4,75	3;18953,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180179	ООО "Компания ИмПарт"	6128-K6-2203	ITR	6128-K6-2203 НАБОР ПРОКЛАДОК ВОДОПОМПЫ	6128-K6-2203 НАБОР ПРОКЛАДОК ВОДОПОМПЫ	0,263	1;2124,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180180	ООО "Компания ИмПарт"	6128-K6-9901	ITR	6128-K6-9901 Комплект прокладок Д155С	6128-K6-9901 Комплект прокладок Д155С	0,3	4;2062,00	RUR	НДС 20%	Екатеринбург	6128-K6-3102	KOMATSU
00-00180186	ООО "Компания ИмПарт"	6136-41-4520	ITR	6136-41-4520 Чека клапана	6136-41-4520 Чека клапана	0,005	144;49,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180187	ООО "Компания ИмПарт"	6136-42-4520	ITR	6136-42-4520 СУХАРЬ	6136-42-4520 СУХАРЬ	0,005	96;32,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180191	ООО "Компания ИмПарт"	6150-11-1320	ITR	6150-11-1320 Cедло выпускного клапана	6150-11-1320 Cедло выпускного клапана	0,01	12;338,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180200	ООО "Компания ИмПарт"	6150-12-1370	ITR	6150-12-1370 Направляющая клапана	6150-12-1370 Направляющая клапана	0,073	24;136,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180201	ООО "Компания ИмПарт"	6150-12-1380	ITR	6150-12-1380 6150-12-1380 СЕДЛО	6150-12-1380 6150-12-1380 СЕДЛО	0,03	10;275,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180206	ООО "Компания ИмПарт"	6150-21-2230	ITR	6150-21-2230 Уплотнение гильзы	6150-21-2230 Уплотнение гильзы	0,01	12;110,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180207	ООО "Компания ИмПарт"	6150-21-2240	ITR	6150-21-2240 Уплотнение гильзы	6150-21-2240 Уплотнение гильзы	0,01	12;93,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180208	ООО "Компания ИмПарт"	6150-21-2250	ITR	6150-21-2250 Уплотнение гильзы	6150-21-2250 Уплотнение гильзы	0,01	12;127,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180209	ООО "Компания ИмПарт"	6150-21-3230	ITR	6150-21-3230 Упл-ние колен-ла 6150-21-3230,	6150-21-3230 Упл-ние колен-ла 6150-21-3230,	0,05	2;355,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180213	ООО "Компания ИмПарт"	6150-21-8010	ITR	6150-21-8010 Вкладыш коренной	6150-21-8010 Вкладыш коренной	0,389	14;617,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00022421	ООО "Компания ИмПарт"	6150-27-8010	ITR	6150-27-8010 Вкладыш	Вкладыш	0,35	1;676,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180233	ООО "Компания ИмПарт"	6150-41-4450	ITR	6150-41-4450 ПРУЖИНА КЛАПАНА	6150-41-4450 ПРУЖИНА КЛАПАНА	0,096	48;315,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180234	ООО "Компания ИмПарт"	6150-41-4510	ITR	6150-41-4510 Чашка клапана	6150-41-4510 Чашка клапана	0,03	20;294,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180235	ООО "Компания ИмПарт"	6150-41-4570	ITR	6150-41-4570 Сальник клапана	6150-41-4570 Сальник клапана	0,01	48;47,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180238	ООО "Компания ИмПарт"	6150-42-4110	ITR	6150-42-4110 Клапан впускной 6150-42-4110	6150-42-4110 Клапан впускной 6150-42-4110	0,167	24;654,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180239	ООО "Компания ИмПарт"	6150-42-4210	ITR	6150-42-4210 Клапан выпускной 6150-42-4210	6150-42-4210 Клапан выпускной 6150-42-4210	0,178	24;931,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00022571	ООО "Компания ИмПарт"	6150-61-1520-ETP	ETP	6150-61-1520-ETP Ремкомплект водяного насоса (6124-61-1242)	Ремкомплект водяного насоса (6124-61-1242)	0,031	1;614,00	RUR	НДС 20%	Екатеринбург		
00-00180264	ООО "Компания ИмПарт"	6151-21-4160	ITR	6151-21-4160 Уплотнение коленвала 6151-21-4161, Komatsu	6151-21-4160 Уплотнение коленвала 6151-21-4161, Komatsu	0,402	2;2281,00	RUR	НДС 20%	Екатеринбург		
00-00180268	ООО "Компания ИмПарт"	6151-31-2410	ITR	6151-31-2410 Палец поршневой	6151-31-2410 Палец поршневой	1,333	12;1264,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180270	ООО "Компания ИмПарт"	6151-31-3040	ITR	6151-31-3040 Вкладыш шатунный	6151-31-3040 Вкладыш шатунный	0,25	12;462,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00021798	ООО "Компания ИмПарт"	6151-61-1123	KOMATSU	6151-61-1123 Насос водяной	Насос водяной	9,5	1;76086,00	RUR	НДС 20%	Екатеринбург		
00-00022533	ООО "Компания ИмПарт"	6152-12-3120-ETP	ETP	6152-12-3120-ETP Распылитель	Распылитель	0,07	1;4782,00	RUR	НДС 20%	Екатеринбург		
00-00180296	ООО "Компания ИмПарт"	6152-32-2510	ITR	6152-32-2510 ПОРШЕНЬ	6152-32-2510 ПОРШЕНЬ	3,331	12;11840,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180305	ООО "Компания ИмПарт"	6154-21-2220	ITR	6154-21-2220 Гильза (БЦ)	6154-21-2220 Гильза (БЦ)	7,706	18;	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180306	ООО "Компания ИмПарт"	6154-31-2030	ITR	6154-31-2030 КОМПЛЕКТ ПОРШНЕВЫХ КОЛЕЦ	6154-31-2030 КОМПЛЕКТ ПОРШНЕВЫХ КОЛЕЦ	0,101	12;2809,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180309	ООО "Компания ИмПарт"	6154-61-1200	ITR	6154-61-1200 Насос системы охлаждения ДВС 6154-61-1200, Komatsu	6154-61-1200 Насос системы охлаждения ДВС 6154-61-1200, Komatsu	10,052	1;22520,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180314	ООО "Компания ИмПарт"	6155-K6-9900	ITR	6155-K6-9900 Комплект ремонтный водяного насоса 6159-K6-9900	6155-K6-9900 Комплект ремонтный водяного насоса 6159-K6-9900	0,101	4;2067,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00022599	ООО "Компания ИмПарт"	6156-81-8170-BWT	BWT	6156-81-8170-BWT Турбокомпрессор	Турбокомпрессор	20,35	1;159102,00	RUR	НДС 20%	Екатеринбург		
00-00180331	ООО "Компания ИмПарт"	6159-K1-9900	ITR	6159-K1-9900 Набор прокладок под головки	6159-K1-9900 Набор прокладок под головки	2,865	2;15980,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180332	ООО "Компания ИмПарт"	6159-K2-9900	ITR	6159-K2-9900 Ремкомплект	6159-K2-9900 Ремкомплект	1,61	2;11409,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180334	ООО "Компания ИмПарт"	6161-31-2410	ITR	6161-31-2410 Палец поршневой	6161-31-2410 Палец поршневой	2,68	12;3875,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180337	ООО "Компания ИмПарт"	6162-13-1322	ITR	6162-13-1322 вставка/седло клапана (6162-17-13220)	6162-13-1322 вставка/седло клапана (6162-17-13220)	0,057	12;937,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00021718	ООО "Компания ИмПарт"	6162-15-1610	KOMATSU	6162-15-1610 БОЛТ	6162-15-1610 БОЛТ	0,65	20;1082,00	RUR	НДС 20%	Екатеринбург		
00-00180354	ООО "Компания ИмПарт"	6162-16-1341	ITR	6162-16-1341 направляющая клапана	6162-16-1341 направляющая клапана	0,133	36;311,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00022528	ООО "Компания ИмПарт"	6162-17-1811-ETP	ETP	6162-17-1811-ETP Прокладка 6162-13-1812	Прокладка 6162-13-1812	0,4	3;2008,00	RUR	НДС 20%	Екатеринбург		
00-00180356	ООО "Компания ИмПарт"	6162-23-2220	ITR	6162-23-2220 О-кольцо	6162-23-2220 О-кольцо	0,02	6;212,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180357	ООО "Компания ИмПарт"	6162-23-2240	ITR	6162-23-2240 кольцо	6162-23-2240 кольцо	0,04	12;206,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180360	ООО "Компания ИмПарт"	6162-23-3510	ITR	6162-23-3510 Сальник передний двигателя	6162-23-3510 Сальник передний двигателя	0,101	2;1288,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180363	ООО "Компания ИмПарт"	6162-23-4251	ITR	6162-23-4251 Уплотнение коленвала заднее	6162-23-4251 Уплотнение коленвала заднее	0,75	2;5300,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180365	ООО "Компания ИмПарт"	6162-23-8010	ITR	6162-23-8010 вкладыши	6162-23-8010 вкладыши	0,847	14;1645,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180366	ООО "Компания ИмПарт"	6162-23-8050	ITR	6162-23-8050 Кольцо осевого смещения (стандарт)	6162-23-8050 Кольцо осевого смещения (стандарт)	0,389	3;1748,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180367	ООО "Компания ИмПарт"	6162-25-2210	ITR	6162-25-2210 Гильза блока	6162-25-2210 Гильза блока	14,813	12;13516,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180371	ООО "Компания ИмПарт"	6162-33-2060	ITR	6162-33-2060 Набор поршневых колец	6162-33-2060 Набор поршневых колец	0,24	12;5000,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180375	ООО "Компания ИмПарт"	6162-33-2420	ITR	6162-33-2420 Кольцо 6162-33-2420	6162-33-2420 Кольцо 6162-33-2420	0,02	24;111,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180376	ООО "Компания ИмПарт"	6162-33-3041	ITR	6162-33-3041 Вкладыши в сборе(стд)	6162-33-3041 Вкладыши в сборе(стд)	0,654	12;1433,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00022654	ООО "Компания ИмПарт"	6162-33-3131-ETP	ETP	6162-33-3131-ETP Втулка	Втулка	0,35	12;749,00	RUR	НДС 20%	Екатеринбург		
00-00180380	ООО "Компания ИмПарт"	6162-35-2120	ITR	6162-35-2120 поршень	6162-35-2120 поршень	8,305	12;52772,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180384	ООО "Компания ИмПарт"	6162-43-4111	ITR	6162-43-4111 клапан впускной	6162-43-4111 клапан впускной	0,37	12;1523,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180385	ООО "Компания ИмПарт"	6162-43-4420	ITR	6162-43-4420 Пружина	6162-43-4420 Пружина	0,056	48;446,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180386	ООО "Компания ИмПарт"	6162-43-4430	ITR	6162-43-4430 Пружина	6162-43-4430 Пружина	0,044	48;329,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180387	ООО "Компания ИмПарт"	6162-43-4440	ITR	6162-43-4440 Пружина	6162-43-4440 Пружина	0,15	48;626,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00180388	ООО "Компания ИмПарт"	6162-43-4510	ITR	6162-43-4510 Пружина	6162-43-4510 Пружина	0,056	48;508,00	RUR	НДС 20%	Екатеринбург		KOMATSU
